pairing,A,B,sim_id,total_payoff_A,payoff_first_A,payoff_second_A,swing_A,winrate_A
kToM vs kToM,kToM,kToM,176,-2,-4,2,6,0.49
kToM vs kToM,kToM,kToM,177,-10,-4,-6,-2,0.45
kToM vs kToM,kToM,kToM,178,-4,-10,6,16,0.48
kToM vs kToM,kToM,kToM,179,8,10,-2,-12,0.54
kToM vs kToM,kToM,kToM,180,-2,6,-8,-14,0.49
kToM vs kToM,kToM,kToM,181,-8,-8,0,8,0.46
kToM vs kToM,kToM,kToM,182,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,183,4,-2,6,8,0.52
kToM vs kToM,kToM,kToM,184,2,0,2,2,0.51
kToM vs kToM,kToM,kToM,185,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,186,-12,-2,-10,-8,0.44
kToM vs kToM,kToM,kToM,187,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,188,14,4,10,6,0.57
kToM vs kToM,kToM,kToM,189,8,8,0,-8,0.54
kToM vs kToM,kToM,kToM,190,8,-4,12,16,0.54
kToM vs kToM,kToM,kToM,191,-8,-6,-2,4,0.46
kToM vs kToM,kToM,kToM,192,-6,2,-8,-10,0.47
kToM vs kToM,kToM,kToM,193,-12,-6,-6,0,0.44
kToM vs kToM,kToM,kToM,194,-16,-14,-2,12,0.42
kToM vs kToM,kToM,kToM,195,6,0,6,6,0.53
kToM vs kToM,kToM,kToM,196,2,4,-2,-6,0.51
kToM vs kToM,kToM,kToM,197,-16,-12,-4,8,0.42
kToM vs kToM,kToM,kToM,198,-6,-2,-4,-2,0.47
kToM vs kToM,kToM,kToM,199,8,8,0,-8,0.54
kToM vs kToM,kToM,kToM,200,-10,-4,-6,-2,0.45
kToM vs kToM,kToM,kToM,201,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,202,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,203,18,4,14,10,0.59
kToM vs kToM,kToM,kToM,204,8,0,8,8,0.54
kToM vs kToM,kToM,kToM,205,-6,-6,0,6,0.47
kToM vs kToM,kToM,kToM,206,4,-2,6,8,0.52
kToM vs kToM,kToM,kToM,207,10,6,4,-2,0.55
kToM vs kToM,kToM,kToM,208,-6,0,-6,-6,0.47
kToM vs kToM,kToM,kToM,209,10,12,-2,-14,0.55
kToM vs kToM,kToM,kToM,210,-14,-18,4,22,0.43
kToM vs kToM,kToM,kToM,211,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,212,-4,2,-6,-8,0.48
kToM vs kToM,kToM,kToM,213,-12,-10,-2,8,0.44
kToM vs kToM,kToM,kToM,214,-12,-8,-4,4,0.44
kToM vs kToM,kToM,kToM,215,10,-4,14,18,0.55
kToM vs kToM,kToM,kToM,216,-10,0,-10,-10,0.45
kToM vs kToM,kToM,kToM,217,6,0,6,6,0.53
kToM vs kToM,kToM,kToM,218,2,8,-6,-14,0.51
kToM vs kToM,kToM,kToM,219,6,6,0,-6,0.53
kToM vs kToM,kToM,kToM,220,0,6,-6,-12,0.5
kToM vs kToM,kToM,kToM,221,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,222,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,223,10,4,6,2,0.55
kToM vs kToM,kToM,kToM,224,-12,-10,-2,8,0.44
kToM vs kToM,kToM,kToM,225,6,2,4,2,0.53
kToM vs kToM,kToM,kToM,226,-4,-14,10,24,0.48
kToM vs kToM,kToM,kToM,227,-18,-8,-10,-2,0.41
kToM vs kToM,kToM,kToM,228,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,229,16,12,4,-8,0.58
kToM vs kToM,kToM,kToM,230,6,8,-2,-10,0.53
kToM vs kToM,kToM,kToM,231,0,2,-2,-4,0.5
kToM vs kToM,kToM,kToM,232,-16,-8,-8,0,0.42
kToM vs kToM,kToM,kToM,233,-10,-4,-6,-2,0.45
kToM vs kToM,kToM,kToM,234,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,235,-10,-10,0,10,0.45
kToM vs kToM,kToM,kToM,236,8,6,2,-4,0.54
kToM vs kToM,kToM,kToM,237,2,0,2,2,0.51
kToM vs kToM,kToM,kToM,238,-8,2,-10,-12,0.46
kToM vs kToM,kToM,kToM,239,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,240,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,241,-4,-8,4,12,0.48
kToM vs kToM,kToM,kToM,242,0,-4,4,8,0.5
kToM vs kToM,kToM,kToM,243,4,-4,8,12,0.52
kToM vs kToM,kToM,kToM,244,-8,-6,-2,4,0.46
kToM vs kToM,kToM,kToM,245,22,20,2,-18,0.61
kToM vs kToM,kToM,kToM,246,6,-2,8,10,0.53
kToM vs kToM,kToM,kToM,247,-2,-10,8,18,0.49
kToM vs kToM,kToM,kToM,248,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,249,4,6,-2,-8,0.52
kToM vs kToM,kToM,kToM,250,6,-4,10,14,0.53
kToM vs kToM,kToM,kToM,251,-4,0,-4,-4,0.48
kToM vs kToM,kToM,kToM,252,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,253,-8,-2,-6,-4,0.46
kToM vs kToM,kToM,kToM,254,16,8,8,0,0.58
kToM vs kToM,kToM,kToM,255,-4,-2,-2,0,0.48
kToM vs kToM,kToM,kToM,256,-6,2,-8,-10,0.47
kToM vs kToM,kToM,kToM,257,-8,2,-10,-12,0.46
kToM vs kToM,kToM,kToM,258,-2,0,-2,-2,0.49
kToM vs kToM,kToM,kToM,259,-8,-8,0,8,0.46
kToM vs kToM,kToM,kToM,260,2,6,-4,-10,0.51
kToM vs kToM,kToM,kToM,261,6,-4,10,14,0.53
kToM vs kToM,kToM,kToM,262,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,263,12,8,4,-4,0.56
kToM vs kToM,kToM,kToM,264,0,-6,6,12,0.5
kToM vs kToM,kToM,kToM,265,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,266,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,267,-4,-2,-2,0,0.48
kToM vs kToM,kToM,kToM,268,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,269,-6,-6,0,6,0.47
kToM vs kToM,kToM,kToM,270,-10,-8,-2,6,0.45
kToM vs kToM,kToM,kToM,271,-8,-10,2,12,0.46
kToM vs kToM,kToM,kToM,272,-12,-8,-4,4,0.44
kToM vs kToM,kToM,kToM,273,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,274,18,6,12,6,0.59
kToM vs kToM,kToM,kToM,275,-12,-14,2,16,0.44
kToM vs kToM,kToM,kToM,276,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,277,6,2,4,2,0.53
kToM vs kToM,kToM,kToM,278,6,2,4,2,0.53
kToM vs kToM,kToM,kToM,279,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,280,2,-4,6,10,0.51
kToM vs kToM,kToM,kToM,281,6,-2,8,10,0.53
kToM vs kToM,kToM,kToM,282,-6,-4,-2,2,0.47
kToM vs kToM,kToM,kToM,283,-8,-4,-4,0,0.46
kToM vs kToM,kToM,kToM,284,6,2,4,2,0.53
kToM vs kToM,kToM,kToM,285,-22,-14,-8,6,0.39
kToM vs kToM,kToM,kToM,286,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,287,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,288,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,289,-2,-4,2,6,0.49
kToM vs kToM,kToM,kToM,290,10,12,-2,-14,0.55
kToM vs kToM,kToM,kToM,291,8,10,-2,-12,0.54
kToM vs kToM,kToM,kToM,292,-4,-10,6,16,0.48
kToM vs kToM,kToM,kToM,293,-4,2,-6,-8,0.48
kToM vs kToM,kToM,kToM,294,6,8,-2,-10,0.53
kToM vs kToM,kToM,kToM,295,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,296,12,2,10,8,0.56
kToM vs kToM,kToM,kToM,297,-4,-6,2,8,0.48
kToM vs kToM,kToM,kToM,298,-4,-8,4,12,0.48
kToM vs kToM,kToM,kToM,299,2,6,-4,-10,0.51
kToM vs kToM,kToM,kToM,300,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,301,-4,0,-4,-4,0.48
kToM vs kToM,kToM,kToM,302,6,-2,8,10,0.53
kToM vs kToM,kToM,kToM,303,6,-2,8,10,0.53
kToM vs kToM,kToM,kToM,304,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,305,-8,-8,0,8,0.46
kToM vs kToM,kToM,kToM,306,-2,-8,6,14,0.49
kToM vs kToM,kToM,kToM,307,-14,-10,-4,6,0.43
kToM vs kToM,kToM,kToM,308,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,309,-10,0,-10,-10,0.45
kToM vs kToM,kToM,kToM,310,-4,-6,2,8,0.48
kToM vs kToM,kToM,kToM,311,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,312,2,0,2,2,0.51
kToM vs kToM,kToM,kToM,313,-28,-12,-16,-4,0.36
kToM vs kToM,kToM,kToM,314,8,8,0,-8,0.54
kToM vs kToM,kToM,kToM,315,-8,-6,-2,4,0.46
kToM vs kToM,kToM,kToM,316,-2,-4,2,6,0.49
kToM vs kToM,kToM,kToM,317,-2,4,-6,-10,0.49
kToM vs kToM,kToM,kToM,318,8,2,6,4,0.54
kToM vs kToM,kToM,kToM,319,-4,2,-6,-8,0.48
kToM vs kToM,kToM,kToM,320,-2,4,-6,-10,0.49
kToM vs kToM,kToM,kToM,321,-10,0,-10,-10,0.45
kToM vs kToM,kToM,kToM,322,-10,0,-10,-10,0.45
kToM vs kToM,kToM,kToM,323,-6,8,-14,-22,0.47
kToM vs kToM,kToM,kToM,324,20,14,6,-8,0.6
kToM vs kToM,kToM,kToM,325,-4,-8,4,12,0.48
kToM vs kToM,kToM,kToM,326,6,4,2,-2,0.53
kToM vs kToM,kToM,kToM,327,-16,-6,-10,-4,0.42
kToM vs kToM,kToM,kToM,328,-8,-4,-4,0,0.46
kToM vs kToM,kToM,kToM,329,-12,-8,-4,4,0.44
kToM vs kToM,kToM,kToM,330,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,331,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,332,-8,-2,-6,-4,0.46
kToM vs kToM,kToM,kToM,333,-2,-4,2,6,0.49
kToM vs kToM,kToM,kToM,334,-2,-6,4,10,0.49
kToM vs kToM,kToM,kToM,335,0,-4,4,8,0.5
kToM vs kToM,kToM,kToM,336,0,4,-4,-8,0.5
kToM vs kToM,kToM,kToM,337,-6,0,-6,-6,0.47
kToM vs kToM,kToM,kToM,338,14,6,8,2,0.57
kToM vs kToM,kToM,kToM,339,20,10,10,0,0.6
kToM vs kToM,kToM,kToM,340,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,341,10,2,8,6,0.55
kToM vs kToM,kToM,kToM,342,6,-4,10,14,0.53
kToM vs kToM,kToM,kToM,343,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,344,-8,-6,-2,4,0.46
kToM vs kToM,kToM,kToM,345,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,346,-10,2,-12,-14,0.45
kToM vs kToM,kToM,kToM,347,6,4,2,-2,0.53
kToM vs kToM,kToM,kToM,348,-14,-2,-12,-10,0.43
kToM vs kToM,kToM,kToM,349,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,350,2,0,2,2,0.51
kToM vs kToM,kToM,kToM,351,-6,-8,2,10,0.47
kToM vs kToM,kToM,kToM,352,20,12,8,-4,0.6
kToM vs kToM,kToM,kToM,353,2,4,-2,-6,0.51
kToM vs kToM,kToM,kToM,354,4,-2,6,8,0.52
kToM vs kToM,kToM,kToM,355,2,-4,6,10,0.51
kToM vs kToM,kToM,kToM,356,-2,8,-10,-18,0.49
kToM vs kToM,kToM,kToM,357,-4,0,-4,-4,0.48
kToM vs kToM,kToM,kToM,358,0,-10,10,20,0.5
kToM vs kToM,kToM,kToM,359,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,360,6,4,2,-2,0.53
kToM vs kToM,kToM,kToM,361,6,2,4,2,0.53
kToM vs kToM,kToM,kToM,362,-10,-4,-6,-2,0.45
kToM vs kToM,kToM,kToM,363,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,364,-10,0,-10,-10,0.45
kToM vs kToM,kToM,kToM,365,-10,-8,-2,6,0.45
kToM vs kToM,kToM,kToM,366,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,367,0,6,-6,-12,0.5
kToM vs kToM,kToM,kToM,368,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,369,-2,-6,4,10,0.49
kToM vs kToM,kToM,kToM,370,6,-4,10,14,0.53
kToM vs kToM,kToM,kToM,371,-4,0,-4,-4,0.48
kToM vs kToM,kToM,kToM,372,-2,-4,2,6,0.49
kToM vs kToM,kToM,kToM,373,-12,-8,-4,4,0.44
kToM vs kToM,kToM,kToM,374,-20,-10,-10,0,0.4
kToM vs kToM,kToM,kToM,375,-4,-6,2,8,0.48
kToM vs kToM,kToM,kToM,376,0,4,-4,-8,0.5
kToM vs kToM,kToM,kToM,377,8,0,8,8,0.54
kToM vs kToM,kToM,kToM,378,-12,-4,-8,-4,0.44
kToM vs kToM,kToM,kToM,379,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,380,0,6,-6,-12,0.5
kToM vs kToM,kToM,kToM,381,16,4,12,8,0.58
kToM vs kToM,kToM,kToM,382,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,383,-10,0,-10,-10,0.45
kToM vs kToM,kToM,kToM,384,4,6,-2,-8,0.52
kToM vs kToM,kToM,kToM,385,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,386,8,-4,12,16,0.54
kToM vs kToM,kToM,kToM,387,6,8,-2,-10,0.53
kToM vs kToM,kToM,kToM,388,10,0,10,10,0.55
kToM vs kToM,kToM,kToM,389,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,390,6,6,0,-6,0.53
kToM vs kToM,kToM,kToM,391,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,392,-10,2,-12,-14,0.45
kToM vs kToM,kToM,kToM,393,10,6,4,-2,0.55
kToM vs kToM,kToM,kToM,394,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,395,0,-6,6,12,0.5
kToM vs kToM,kToM,kToM,396,-4,-10,6,16,0.48
kToM vs kToM,kToM,kToM,397,-22,-14,-8,6,0.39
kToM vs kToM,kToM,kToM,398,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,399,-16,-8,-8,0,0.42
kToM vs kToM,kToM,kToM,400,0,-4,4,8,0.5
kToM vs kToM,kToM,kToM,401,8,0,8,8,0.54
kToM vs kToM,kToM,kToM,402,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,403,-4,-8,4,12,0.48
kToM vs kToM,kToM,kToM,404,-2,-4,2,6,0.49
kToM vs kToM,kToM,kToM,405,-16,-10,-6,4,0.42
kToM vs kToM,kToM,kToM,406,-4,-12,8,20,0.48
kToM vs kToM,kToM,kToM,407,0,2,-2,-4,0.5
kToM vs kToM,kToM,kToM,408,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,409,0,2,-2,-4,0.5
kToM vs kToM,kToM,kToM,410,8,8,0,-8,0.54
kToM vs kToM,kToM,kToM,411,-6,2,-8,-10,0.47
kToM vs kToM,kToM,kToM,412,-2,-4,2,6,0.49
kToM vs kToM,kToM,kToM,413,-4,2,-6,-8,0.48
kToM vs kToM,kToM,kToM,414,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,415,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,416,14,10,4,-6,0.57
kToM vs kToM,kToM,kToM,417,16,12,4,-8,0.58
kToM vs kToM,kToM,kToM,418,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,419,-2,-6,4,10,0.49
kToM vs kToM,kToM,kToM,420,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,421,4,-2,6,8,0.52
kToM vs kToM,kToM,kToM,422,-8,-4,-4,0,0.46
kToM vs kToM,kToM,kToM,423,8,2,6,4,0.54
kToM vs kToM,kToM,kToM,424,-10,-10,0,10,0.45
kToM vs kToM,kToM,kToM,425,0,4,-4,-8,0.5
kToM vs kToM,kToM,kToM,426,0,2,-2,-4,0.5
kToM vs kToM,kToM,kToM,427,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,428,-16,-10,-6,4,0.42
kToM vs kToM,kToM,kToM,429,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,430,20,6,14,8,0.6
kToM vs kToM,kToM,kToM,431,4,8,-4,-12,0.52
kToM vs kToM,kToM,kToM,432,-14,-4,-10,-6,0.43
kToM vs kToM,kToM,kToM,433,2,8,-6,-14,0.51
kToM vs kToM,kToM,kToM,434,12,8,4,-4,0.56
kToM vs kToM,kToM,kToM,435,-8,-12,4,16,0.46
kToM vs kToM,kToM,kToM,436,12,4,8,4,0.56
kToM vs kToM,kToM,kToM,437,8,2,6,4,0.54
kToM vs kToM,kToM,kToM,438,4,-6,10,16,0.52
kToM vs kToM,kToM,kToM,439,14,6,8,2,0.57
kToM vs kToM,kToM,kToM,440,-4,0,-4,-4,0.48
kToM vs kToM,kToM,kToM,441,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,442,-8,-10,2,12,0.46
kToM vs kToM,kToM,kToM,443,-14,-8,-6,2,0.43
kToM vs kToM,kToM,kToM,444,2,4,-2,-6,0.51
kToM vs kToM,kToM,kToM,445,16,8,8,0,0.58
kToM vs kToM,kToM,kToM,446,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,447,6,10,-4,-14,0.53
kToM vs kToM,kToM,kToM,448,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,449,8,0,8,8,0.54
kToM vs kToM,kToM,kToM,450,-6,2,-8,-10,0.47
kToM vs kToM,kToM,kToM,451,0,-6,6,12,0.5
kToM vs kToM,kToM,kToM,452,-4,-8,4,12,0.48
kToM vs kToM,kToM,kToM,453,4,6,-2,-8,0.52
kToM vs kToM,kToM,kToM,454,10,6,4,-2,0.55
kToM vs kToM,kToM,kToM,455,-12,-12,0,12,0.44
kToM vs kToM,kToM,kToM,456,-8,-8,0,8,0.46
kToM vs kToM,kToM,kToM,457,-6,-4,-2,2,0.47
kToM vs kToM,kToM,kToM,458,-4,-6,2,8,0.48
kToM vs kToM,kToM,kToM,459,-6,-4,-2,2,0.47
kToM vs kToM,kToM,kToM,460,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,461,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,462,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,463,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,464,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,465,0,-4,4,8,0.5
kToM vs kToM,kToM,kToM,466,8,6,2,-4,0.54
kToM vs kToM,kToM,kToM,467,-2,0,-2,-2,0.49
kToM vs kToM,kToM,kToM,468,0,4,-4,-8,0.5
kToM vs kToM,kToM,kToM,469,8,8,0,-8,0.54
kToM vs kToM,kToM,kToM,470,10,4,6,2,0.55
kToM vs kToM,kToM,kToM,471,-8,4,-12,-16,0.46
kToM vs kToM,kToM,kToM,472,4,6,-2,-8,0.52
kToM vs kToM,kToM,kToM,473,-2,4,-6,-10,0.49
kToM vs kToM,kToM,kToM,474,12,4,8,4,0.56
kToM vs kToM,kToM,kToM,475,0,-2,2,4,0.5
kToM vs kToM,kToM,kToM,476,-18,-12,-6,6,0.41
kToM vs kToM,kToM,kToM,477,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,478,-10,-4,-6,-2,0.45
kToM vs kToM,kToM,kToM,479,0,6,-6,-12,0.5
kToM vs kToM,kToM,kToM,480,12,10,2,-8,0.56
kToM vs kToM,kToM,kToM,481,10,2,8,6,0.55
kToM vs kToM,kToM,kToM,482,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,483,-4,-8,4,12,0.48
kToM vs kToM,kToM,kToM,484,0,2,-2,-4,0.5
kToM vs kToM,kToM,kToM,485,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,486,6,-2,8,10,0.53
kToM vs kToM,kToM,kToM,487,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,488,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,489,18,6,12,6,0.59
kToM vs kToM,kToM,kToM,490,6,4,2,-2,0.53
kToM vs kToM,kToM,kToM,491,6,6,0,-6,0.53
kToM vs kToM,kToM,kToM,492,-14,-14,0,14,0.43
kToM vs kToM,kToM,kToM,493,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,494,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,495,2,-4,6,10,0.51
kToM vs kToM,kToM,kToM,496,-16,-12,-4,8,0.42
kToM vs kToM,kToM,kToM,497,10,4,6,2,0.55
kToM vs kToM,kToM,kToM,498,-8,2,-10,-12,0.46
kToM vs kToM,kToM,kToM,499,-8,-4,-4,0,0.46
kToM vs kToM,kToM,kToM,500,10,10,0,-10,0.55
kToM vs kToM,kToM,kToM,501,-2,-6,4,10,0.49
kToM vs kToM,kToM,kToM,502,10,6,4,-2,0.55
kToM vs kToM,kToM,kToM,503,4,-4,8,12,0.52
kToM vs kToM,kToM,kToM,504,-16,-12,-4,8,0.42
kToM vs kToM,kToM,kToM,505,20,8,12,4,0.6
kToM vs kToM,kToM,kToM,506,0,2,-2,-4,0.5
kToM vs kToM,kToM,kToM,507,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,508,8,0,8,8,0.54
kToM vs kToM,kToM,kToM,509,2,8,-6,-14,0.51
kToM vs kToM,kToM,kToM,510,-4,4,-8,-12,0.48
kToM vs kToM,kToM,kToM,511,-12,-8,-4,4,0.44
kToM vs kToM,kToM,kToM,512,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,513,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,514,-8,-6,-2,4,0.46
kToM vs kToM,kToM,kToM,515,2,0,2,2,0.51
kToM vs kToM,kToM,kToM,516,0,2,-2,-4,0.5
kToM vs kToM,kToM,kToM,517,2,4,-2,-6,0.51
kToM vs kToM,kToM,kToM,518,2,0,2,2,0.51
kToM vs kToM,kToM,kToM,519,-6,2,-8,-10,0.47
kToM vs kToM,kToM,kToM,520,-8,-2,-6,-4,0.46
kToM vs kToM,kToM,kToM,521,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,522,32,18,14,-4,0.66
kToM vs kToM,kToM,kToM,523,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,524,2,-4,6,10,0.51
kToM vs kToM,kToM,kToM,525,12,-10,22,32,0.56
kToM vs kToM,kToM,kToM,526,-2,2,-4,-6,0.49
kToM vs kToM,kToM,kToM,527,-6,2,-8,-10,0.47
kToM vs kToM,kToM,kToM,528,16,10,6,-4,0.58
kToM vs kToM,kToM,kToM,529,12,8,4,-4,0.56
kToM vs kToM,kToM,kToM,530,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,531,-2,-4,2,6,0.49
kToM vs kToM,kToM,kToM,532,6,10,-4,-14,0.53
kToM vs kToM,kToM,kToM,533,4,4,0,-4,0.52
kToM vs kToM,kToM,kToM,534,8,4,4,0,0.54
kToM vs kToM,kToM,kToM,535,2,8,-6,-14,0.51
kToM vs kToM,kToM,kToM,536,12,4,8,4,0.56
kToM vs kToM,kToM,kToM,537,-4,-6,2,8,0.48
kToM vs kToM,kToM,kToM,538,-4,4,-8,-12,0.48
kToM vs kToM,kToM,kToM,539,-2,0,-2,-2,0.49
kToM vs kToM,kToM,kToM,540,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,541,-8,-2,-6,-4,0.46
kToM vs kToM,kToM,kToM,542,-2,6,-8,-14,0.49
kToM vs kToM,kToM,kToM,543,14,0,14,14,0.57
kToM vs kToM,kToM,kToM,544,-8,-4,-4,0,0.46
kToM vs kToM,kToM,kToM,545,10,0,10,10,0.55
kToM vs kToM,kToM,kToM,546,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,547,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,548,-12,-10,-2,8,0.44
kToM vs kToM,kToM,kToM,549,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,550,-4,-2,-2,0,0.48
kToM vs kToM,kToM,kToM,551,-10,-4,-6,-2,0.45
kToM vs kToM,kToM,kToM,552,-8,-4,-4,0,0.46
kToM vs kToM,kToM,kToM,553,12,8,4,-4,0.56
kToM vs kToM,kToM,kToM,554,-6,-8,2,10,0.47
kToM vs kToM,kToM,kToM,555,4,2,2,0,0.52
kToM vs kToM,kToM,kToM,556,14,6,8,2,0.57
kToM vs kToM,kToM,kToM,557,-10,-6,-4,2,0.45
kToM vs kToM,kToM,kToM,558,-4,-4,0,4,0.48
kToM vs kToM,kToM,kToM,559,12,6,6,0,0.56
kToM vs kToM,kToM,kToM,560,2,4,-2,-6,0.51
kToM vs kToM,kToM,kToM,561,4,-2,6,8,0.52
kToM vs kToM,kToM,kToM,562,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,563,-6,-4,-2,2,0.47
kToM vs kToM,kToM,kToM,564,-20,-16,-4,12,0.4
kToM vs kToM,kToM,kToM,565,-8,4,-12,-16,0.46
kToM vs kToM,kToM,kToM,566,-18,-2,-16,-14,0.41
kToM vs kToM,kToM,kToM,567,0,4,-4,-8,0.5
kToM vs kToM,kToM,kToM,568,-4,-8,4,12,0.48
kToM vs kToM,kToM,kToM,569,-2,-2,0,2,0.49
kToM vs kToM,kToM,kToM,570,-6,0,-6,-6,0.47
kToM vs kToM,kToM,kToM,571,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,572,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,573,-6,-6,0,6,0.47
kToM vs kToM,kToM,kToM,574,0,-4,4,8,0.5
kToM vs kToM,kToM,kToM,575,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,576,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,577,2,-2,4,6,0.51
kToM vs kToM,kToM,kToM,578,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,579,6,-4,10,14,0.53
kToM vs kToM,kToM,kToM,580,-16,-4,-12,-8,0.42
kToM vs kToM,kToM,kToM,581,-24,-12,-12,0,0.38
kToM vs kToM,kToM,kToM,582,4,0,4,4,0.52
kToM vs kToM,kToM,kToM,583,6,4,2,-2,0.53
kToM vs kToM,kToM,kToM,584,10,8,2,-6,0.55
kToM vs kToM,kToM,kToM,585,0,4,-4,-8,0.5
kToM vs kToM,kToM,kToM,586,-8,-10,2,12,0.46
kToM vs kToM,kToM,kToM,587,-18,0,-18,-18,0.41
kToM vs kToM,kToM,kToM,588,6,-6,12,18,0.53
kToM vs kToM,kToM,kToM,589,0,0,0,0,0.5
kToM vs kToM,kToM,kToM,590,-8,2,-10,-12,0.46
kToM vs kToM,kToM,kToM,591,4,6,-2,-8,0.52
kToM vs kToM,kToM,kToM,592,-14,-6,-8,-2,0.43
kToM vs kToM,kToM,kToM,593,-10,0,-10,-10,0.45
kToM vs kToM,kToM,kToM,594,2,2,0,-2,0.51
kToM vs kToM,kToM,kToM,595,-16,-6,-10,-4,0.42
kToM vs kToM,kToM,kToM,596,-14,0,-14,-14,0.43
kToM vs kToM,kToM,kToM,597,6,0,6,6,0.53
kToM vs kToM,kToM,kToM,598,10,-2,12,14,0.55
kToM vs kToM,kToM,kToM,599,-4,-8,4,12,0.48
kToM vs kToM,kToM,kToM,600,2,0,2,2,0.51
